Plage,Aire,Temps,Position,Substrat,Date,Saison,Objet,Détail,Code,OPSAR,UNEP,Quantité,Poids
Bouveret,438,220,2,1,15.01.2022,1,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Bouveret,438,220,2,1,03.09.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Bouveret,99,50,1,1,03.09.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Clarens,67,30,1,4,30.07.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,4,0.0008
Cully,52,25,2,3,04.05.2022,2,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Excenevex,175,90,1,1,13.02.2022,1,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Excenevex,1803,900,2,1,08.05.2022,2,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Excenevex,175,90,1,1,04.09.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Excenevex,1803,900,2,1,04.09.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Excenevex,1803,900,2,1,06.11.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,3,0.0006
Excenevex,175,90,1,1,06.11.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Grangettes,79,40,1,1,13.02.2022,1,Pansement/Sparadrap/Bande,,G211,105,OT05,3,0.0006
Grangettes,79,40,1,1,18.07.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Grangettes,260,130,2,1,18.07.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,3,0.0006
Grangettes,260,130,2,1,08.11.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Lugrin,72,35,1,4,02.07.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Lugrin,159,80,2,4,02.07.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,4,0.0008
Lugrin,159,80,2,4,05.11.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Meillerie,53,7,1,2,18.07.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Port Choiseul,147,70,1,3,16.04.2022,2,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Préverenges,150,80,1,1,12.02.2022,1,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Préverenges,961,490,2,1,12.02.2022,1,Pansement/Sparadrap/Bande,,G211,105,OT05,4,0.0008
Préverenges,961,490,2,1,30.04.2022,2,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Préverenges,961,490,2,,13.08.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,4,0.0008
Préverenges,961,490,2,1,05.11.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Rolle,815,415,2,1,15.01.2022,1,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Rolle,937,475,2,1,01.05.2022,2,Pansement/Sparadrap/Bande,,G211,105,OT05,4,0.0008
Rolle,815,415,2,1,06.11.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,7,0.0014
Saint-Disdille,259,100,2,4,10.09.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Savonnière,325,160,2,2,16.01.2022,1,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Savonnière,325,160,2,2,06.08.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,10,0.002
Savonnière,82,40,1,4,06.11.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Tolochenaz,75,40,2,2,01.05.2022,2,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Tougues,450,220,2,2,10.08.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Tougues,450,220,2,2,22.10.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Vidy,91,45,1,1,12.07.2022,3,Pansement/Sparadrap/Bande,,G211,105,OT05,1,0.0002
Vidy,413,210,2,1,18.10.2022,4,Pansement/Sparadrap/Bande,,G211,105,OT05,2,0.0004
Amphion,342,170,2,4,18.10.2022,4,Paquet de cigarettes,,G25,,,1,0.008
Hermance,265,130,2,4,5/14/2022,2,Paquet de cigarettes,,G25,,,2,0.016
Lugrin,159,80,2,4,07.05.2022,2,Paquet de cigarettes,,G25,,,1,0.008
Amphion,98,50,1,4,19.07.2022,3,Peignes/Brosses et lunettes de soleil,,G29,18,,1,0.007
Amphion,342,170,2,4,19.07.2022,3,Peignes/Brosses et lunettes de soleil,,G29,18,,1,0.023
Port Choiseul,297,150,2,3,15.01.2022,1,Peignes/Brosses et lunettes de soleil,,G29,18,,1,0.023
Saint-Disdille,75,30,1,4,10.09.2022,3,Peignes/Brosses et lunettes de soleil,,G29,18,,1,0.023
Amphion,342,170,2,4,19.07.2022,3,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Anthy,62,30,1,4,09.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Anthy,62,30,1,4,04.05.2022,2,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Baby Plage,384,200,2,1,22.01.2022,1,Pellets/Nurdles industriels,,G112,,PL23,10,0.00025
Baby Plage,112,60,1,1,23.04.2022,2,Pellets/Nurdles industriels,,G112,,PL23,5,0.000125
Baby Plage,384,200,2,1,23.04.2022,2,Pellets/Nurdles industriels,,G112,,PL23,8,0.0002
Baby Plage,112,60,1,1,02.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,2,0.00005
Baby Plage,384,200,2,1,02.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,83,0.002075
Baby Plage,112,60,1,1,15.10.2022,4,Pellets/Nurdles industriels,,G112,,PL23,8,0.0002
Baby Plage,384,200,2,1,15.10.2022,4,Pellets/Nurdles industriels,,G112,,PL23,23,0.000575
Bouveret,99,50,1,1,15.01.2022,1,Pellets/Nurdles industriels,,G112,,PL23,4,0.0001
Bouveret,438,220,2,1,15.01.2022,1,Pellets/Nurdles industriels,,G112,,PL23,8,0.0002
Bouveret,99,50,1,1,30.04.2022,2,Pellets/Nurdles industriels,,G112,,PL23,37,0.000925
Bouveret,438,220,2,1,30.04.2022,2,Pellets/Nurdles industriels,,G112,,PL23,5,0.000125
Bouveret,438,220,2,1,03.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,41,0.001025
Bouveret,99,50,1,1,03.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,142,0.00355
Bouveret,438,220,2,1,05.11.2022,4,Pellets/Nurdles industriels,,G112,,PL23,56,0.0014
Clarens,67,30,1,4,16.01.2022,1,Pellets/Nurdles industriels,,G112,,PL23,3,0.000075
Clarens,67,30,1,4,17.12.2022,4,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Clarens,273,125,2,2,17.12.2022,4,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Excenevex,175,90,1,1,13.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,5,0.000125
Excenevex,1803,900,2,1,13.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,7,0.000175
Excenevex,175,90,1,1,06.11.2022,4,Pellets/Nurdles industriels,,G112,,PL23,277,0.006925
Gland,22,8,2,2,18.05.2022,2,Pellets/Nurdles industriels,,G112,,PL23,3,0.000075
Gland,23,8,1,2,18.05.2022,2,Pellets/Nurdles industriels,,G112,,PL23,3,0.000075
Gland,22,8,2,2,06.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,2,0.00005
Gland,23,8,1,2,06.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,2,0.00005
Grangettes,79,40,1,1,13.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,5,0.000125
Grangettes,260,130,2,1,13.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,10,0.00025
Grangettes,260,130,2,1,02.05.2022,2,Pellets/Nurdles industriels,,G112,,PL23,10,0.00025
Grangettes,79,40,1,1,02.05.2022,2,Pellets/Nurdles industriels,,G112,,PL23,11,0.000275
Grangettes,79,40,1,1,18.07.2022,3,Pellets/Nurdles industriels,,G112,,PL23,8,0.0002
Grangettes,260,130,2,1,08.11.2022,4,Pellets/Nurdles industriels,,G112,,PL23,80,0.002
Meillerie,53,7,1,2,24.01.2022,1,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Port Choiseul,297,150,2,3,15.01.2022,1,Pellets/Nurdles industriels,,G112,,PL23,27,0.000675
Port Choiseul,297,150,2,3,16.04.2022,2,Pellets/Nurdles industriels,,G112,,PL23,20,0.0005
Port Choiseul,444,220,2,3,03.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,2,0.00005
Préverenges,150,80,1,1,12.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Préverenges,961,490,2,1,12.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,121,0.003025
Préverenges,961,490,2,1,30.04.2022,2,Pellets/Nurdles industriels,,G112,,PL23,82,0.00205
Préverenges,150,80,1,1,13.08.2022,3,Pellets/Nurdles industriels,,G112,,PL23,2,0.00005
Préverenges,961,490,2,,13.08.2022,3,Pellets/Nurdles industriels,,G112,,PL23,67,0.001675
Préverenges,150,80,1,1,05.11.2022,4,Pellets/Nurdles industriels,,G112,,PL23,20,0.0005
Préverenges,961,490,2,1,05.11.2022,4,Pellets/Nurdles industriels,,G112,,PL23,333,0.008325
Rolle,815,415,2,1,15.01.2022,1,Pellets/Nurdles industriels,,G112,,PL23,11,0.000275
Saint-Disdille,75,30,1,4,10.09.2022,3,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Vidy,91,45,1,1,04.02.2022,1,Pellets/Nurdles industriels,,G112,,PL23,14,0.00035
Vidy,413,210,2,1,13.05.2022,2,Pellets/Nurdles industriels,,G112,,PL23,7,0.000175
Vidy,91,45,1,1,12.07.2022,3,Pellets/Nurdles industriels,,G112,,PL23,1,0.000025
Vidy,91,45,1,1,18.10.2022,4,Pellets/Nurdles industriels,,G112,,PL23,3,0.000075
Vidy,413,210,2,1,18.10.2022,4,Pellets/Nurdles industriels,,G112,,PL23,17,0.000425
Hermance,265,130,2,4,10.01.2022,1,Pétard,,G155,,,1,0.015
Bouveret,438,220,2,1,03.09.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Barrette/Pince à cheveux,G905,18,,1,0.007
Excenevex,1803,900,2,1,06.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Barrette/Pince à cheveux,G905,18,,1,0.007
Préverenges,961,490,2,1,30.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Barrette/Pince à cheveux,G905,18,,1,0.007
Hermance,265,130,2,4,5/14/2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Hermance,105,50,1,4,5/14/2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Hermance,265,130,2,4,9/11/2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Amphion,342,170,2,4,01.02.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Amphion,342,170,2,4,03.05.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Amphion,342,170,2,4,19.07.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Amphion,98,50,1,4,19.07.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Amphion,342,170,2,4,18.10.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Anthy,211,95,2,4,09.02.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Anthy,62,30,1,4,04.05.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Anthy,211,95,2,4,04.05.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Anthy,211,95,2,4,23.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Baby Plage,112,60,1,1,22.01.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Baby Plage,384,200,2,1,23.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Bouveret,99,50,1,1,30.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Bouveret,438,220,2,1,30.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Clarens,273,125,2,2,29.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Crans,16,6,1,2,06.09.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Cully,52,25,2,3,07.08.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Excenevex,175,90,1,1,13.02.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Excenevex,1803,900,2,1,13.02.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Excenevex,1803,900,2,1,08.05.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Excenevex,1803,900,2,1,06.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Grangettes,260,130,2,1,13.02.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Grangettes,260,130,2,1,18.07.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Grangettes,260,130,2,1,08.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Lugrin,72,35,1,4,07.05.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Lugrin,72,35,1,4,02.07.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Lugrin,159,80,2,4,02.07.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Lugrin,72,35,1,4,05.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Lugrin,159,80,2,4,05.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Meillerie,53,7,1,2,18.07.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Pichette,41,20,1,3,14.09.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Pichette,231,120,2,3,14.09.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Port Choiseul,147,70,1,3,16.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Port Choiseul,297,150,2,3,16.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Préverenges,961,490,2,1,30.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Préverenges,961,490,2,1,05.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Rolle,815,415,2,1,15.01.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Rolle,815,415,2,1,06.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Saint-Disdille,259,100,2,4,29.01.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,6,0.006
Saint-Disdille,75,30,1,4,23.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,3,0.003
Saint-Disdille,75,30,1,4,10.09.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Saint-Disdille,259,100,2,4,10.09.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,4,0.004
Savonnière,325,160,2,2,16.01.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Savonnière,82,40,1,4,01.05.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Savonnière,82,40,1,4,06.08.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,4,0.004
Savonnière,325,160,2,2,06.08.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,6,0.006
Savonnière,325,160,2,2,06.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Savonnière,82,40,1,4,06.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,2,0.002
Tolochenaz,75,40,2,2,01.05.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Vidy,413,210,2,1,04.02.2022,1,"Pince à cheveux, élastiques à cheveux, objets personnels",Élastique pour les cheveux,G905,,RB06,1,0.001
Clarens,273,125,2,2,17.12.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Rasoir jetable plastique/bic,G905,,,1,0.0056
Lugrin,159,80,2,4,05.11.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Rasoir jetable plastique/bic,G905,,,2,0.0112
Versoix,37,20,1,3,30.04.2022,2,"Pince à cheveux, élastiques à cheveux, objets personnels",Rasoir BIC,G905,,,1,0.0056
Bouveret,99,50,1,1,03.09.2022,3,"Pince à cheveux, élastiques à cheveux, objets personnels",Brosse à dents,G905,18,,1,0.01
Clarens,273,125,2,2,17.12.2022,4,"Pince à cheveux, élastiques à cheveux, objets personnels",Brosse à dents,G905,18,,1,0.01
Amphion,342,170,2,4,01.02.2022,1,Pince-à-linge en plastique,,G914,46,PL24,1,0.005
Lugrin,159,80,2,4,05.11.2022,4,Pince-à-linge en plastique,,G914,46,PL24,1,0.005
Bouveret,438,220,2,1,15.01.2022,1,Plaquette de médicament,,G100,103,,1,0.001
Bouveret,99,50,1,1,30.04.2022,2,Plaquette de médicament,,G100,103,,3,0.003
Grangettes,79,40,1,1,02.05.2022,2,Plaquette de médicament,,G100,103,,1,0.001
Grangettes,79,40,1,1,18.07.2022,3,Plaquette de médicament,,G100,103,,1,0.001
Grangettes,260,130,2,1,18.07.2022,3,Plaquette de médicament,,G100,103,,1,0.001
Hermance,265,130,2,4,5/14/2022,2,Plaquette de médicament,,G100,103,,1,0.001
Port Choiseul,297,150,2,3,16.04.2022,2,Plaquette de médicament,,G100,103,,1,0.001
Rolle,815,415,2,1,06.11.2022,4,Plaquette de médicament,,G100,103,,2,0.002
Vidy,413,210,2,1,04.02.2022,1,Plaquette de médicament,,G100,103,,1,0.001
Vidy,413,210,2,1,13.05.2022,2,Plaquette de médicament,,G100,103,,1,0.001
Baby Plage,112,60,1,1,22.01.2022,1,Pneu velo,,G128,52,RB04,3,1.2
Bouveret,99,50,1,1,15.01.2022,1,Pot de fleur en plastique,,G90,,,2,0.05
Lugrin,72,35,1,4,07.05.2022,2,Pot de fleur en plastique,,G90,,,1,0.05
Lugrin,72,35,1,4,02.07.2022,3,Pot de fleur en plastique,,G90,,,2,0.1
Saint-Disdille,259,100,2,4,10.09.2022,3,Pot de fleur en plastique,,G90,,,1,0.05
Bouveret,438,220,2,1,30.04.2022,2,Préservatif,,G133,97,RB07,1,0.005
Amphion,98,50,1,4,01.02.2022,1,Rubalise/ruban de signalisation/de chantier en plastique,,G931,48,PL24,1,0.01
Amphion,342,170,2,4,01.02.2022,1,Rubalise/ruban de signalisation/de chantier en plastique,,G931,48,PL24,2,0.02
Bouveret,438,220,2,1,15.01.2022,1,Rubalise/ruban de signalisation/de chantier en plastique,,G931,48,PL24,2,0.02
Bouveret,438,220,2,1,30.04.2022,2,Rubalise/ruban de signalisation/de chantier en plastique,,G931,48,PL24,1,0.01
Savonnière,325,160,2,2,16.01.2022,1,Rubalise/ruban de signalisation/de chantier en plastique,,G931,48,PL24,1,0.01
Bouveret,99,50,1,1,05.11.2022,4,Sac à excréments de chien,,G101,121,,1,0.0005
Vidy,91,45,1,1,13.05.2022,2,Sac à excréments de chien,,G101,121,,1,0.0005
Clarens,67,30,1,4,30.07.2022,3,Sac de congélation/petit sac plastique,,G4,3,PL07,1,0.002
Grangettes,79,40,1,1,18.07.2022,3,Sac de congélation/petit sac plastique,,G4,3,PL07,1,0.002
Rolle,815,415,2,1,15.01.2022,1,Sac en tissu/toile,,G139,,CL02,15,0.465
Baby Plage,112,60,1,1,15.10.2022,4,Sac plastique,,G2,,PL07,1,0.043
Lugrin,159,80,2,4,02.07.2022,3,Sac plastique,,G2,,PL07,1,0.043
Crans,16,6,1,2,18.05.2022,2,Sac plastique,,G2,,PL07,1,0.02
Lugrin,159,80,2,4,02.07.2022,3,Sac plastique,,G2,,PL07,1,0.02
Préverenges,150,80,1,1,05.11.2022,4,Sac plastique,,G2,,PL07,2,0.04
Amphion,342,170,2,4,18.10.2022,4,Sac plastique,,G2,,PL07,1,0.02
Amphion,98,50,1,4,19.07.2022,3,Sac plastique,,G2,,PL07,1,0.0002
Aubonne,268,150,2,4,10.09.2022,3,Sac plastique,,G2,,PL07,1,0.0002
Baby Plage,112,60,1,1,23.04.2022,2,Sac plastique,,G2,,PL07,1,0.0002
Baby Plage,112,60,1,1,02.09.2022,3,Sac plastique,,G2,,PL07,1,0.0002
Grangettes,79,40,1,1,02.05.2022,2,Sac plastique,,G2,,PL07,2,0.0004
Hermance,265,130,2,4,10.01.2022,1,Sac plastique,,G2,,PL07,1,0.0002
Hermance,265,130,2,4,11/6/2022,4,Sac plastique,,G2,,PL07,1,0.0002
Meillerie,53,7,1,2,02.05.2022,2,Sac plastique,,G2,,PL07,2,0.0004
Saint-Disdille,75,30,1,4,23.04.2022,2,Sac plastique,,G2,,PL07,1,0.0002
Versoix,37,20,1,3,14.08.2022,3,Sac plastique,,G2,,PL07,1,0.0002
Amphion,342,170,2,4,18.10.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,6,1.13207547169811E-05
Aubonne,72,40,1,4,06.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Aubonne,268,150,2,4,14.05.2022,2,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,3,5.66037735849057E-06
Aubonne,268,150,2,4,10.09.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Aubonne,72,40,1,4,10.09.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,5,9.43396226415095E-06
Aubonne,268,150,2,4,05.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Baby Plage,384,200,2,1,22.01.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,53,0.0001
Baby Plage,112,60,1,1,02.09.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Baby Plage,384,200,2,1,15.10.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,3,5.66037735849057E-06
Bouveret,438,220,2,1,15.01.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,25,4.71698113207547E-05
Bouveret,99,50,1,1,30.04.2022,2,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Bouveret,438,220,2,1,30.04.2022,2,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,16,3.0188679245283E-05
Bouveret,99,50,1,1,03.09.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,14,2.64150943396227E-05
Bouveret,438,220,2,1,05.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,10,1.88679245283019E-05
Excenevex,1803,900,2,1,13.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Excenevex,1803,900,2,1,04.09.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,3,5.66037735849057E-06
Excenevex,1803,900,2,1,06.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,2,3.77358490566038E-06
Excenevex,175,90,1,1,06.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,8,1.50943396226415E-05
Grangettes,79,40,1,1,13.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,11,2.07547169811321E-05
Grangettes,79,40,1,1,02.05.2022,2,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,10,1.88679245283019E-05
Grangettes,260,130,2,1,02.05.2022,2,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,13,2.45283018867925E-05
Grangettes,79,40,1,1,18.07.2022,3,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,6,1.13207547169811E-05
Grangettes,260,130,2,1,08.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,30,5.66037735849057E-05
Lutry,77,40,1,4,02.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,3,5.66037735849057E-06
Meillerie,53,7,1,2,24.01.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,3,5.66037735849057E-06
Meillerie,53,7,1,2,02.05.2022,2,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,5,9.43396226415095E-06
Pichette,41,20,1,3,03.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Préverenges,961,490,2,1,12.02.2022,1,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,6,1.13207547169811E-05
Préverenges,150,80,1,1,30.04.2022,2,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Préverenges,150,80,1,1,05.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,1,1.88679245283019E-06
Préverenges,961,490,2,1,05.11.2022,4,Sagex-EPS/Polystirène expensé de moins de 5mm,,G117,,,37,6.9811320754717E-05
