échantillon,Plage,region,substrat,date,length,slug,code,quantité,pcs/m
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G126,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G128,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G194,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G26,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G48,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G901,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G929,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G101,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G34,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G100,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G12,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G144,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G18,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G33,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G67,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G90,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G937,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G133,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G28,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G39,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G4,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G54,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G7,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G155,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G127,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G129,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G136,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G80,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G102,0,0.0
"('aubonne', '10.09.2022')",Aubonne,Grand lac,4,2022-09-10,50,aubonne,G139,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G113,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G114,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G131,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G148,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G211,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G24,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G35,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G70,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G82,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G905,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G914,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G922,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G931,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G932,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G95,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G97,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G159,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G10,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G103,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G2,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G25,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G74,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G89,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G112,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G135,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G145,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G29,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G32,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G50,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G99,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G53,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G165,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G137,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G73,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G926,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G126,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G128,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G194,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G26,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G48,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G901,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G929,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G101,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G34,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G100,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G12,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G144,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G18,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G33,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G67,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G90,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G937,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G133,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G28,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G39,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G4,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G54,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G7,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G155,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G127,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G129,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G136,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G80,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G102,0,0.0
"('aubonne', '14.05.2022')",Aubonne,Grand lac,4,2022-05-14,50,aubonne,G139,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G113,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G114,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G148,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G31,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G70,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G905,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G914,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G931,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G932,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G97,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G159,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G25,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G89,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G125,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G135,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G29,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G99,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G132,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G53,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G73,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G926,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G126,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G128,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G194,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G26,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G48,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G901,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G929,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G101,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G34,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G100,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G12,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G144,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G18,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G33,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G67,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G90,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G937,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G133,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G28,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G39,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G4,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G54,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G7,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G155,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G127,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G129,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G136,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G80,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G102,0,0.0
"('baby-plage', '02.09.2022')",Baby Plage,Petit lac,1,2022-09-02,81,baby-plage,G139,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G148,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G21,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G23,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G24,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G31,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G35,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G66,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G70,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G905,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G914,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G922,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G931,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G932,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G95,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G97,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G159,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G10,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G103,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G25,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G135,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G145,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G29,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G99,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G132,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G53,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G137,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G126,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G128,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G194,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G26,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G48,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G901,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G929,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G101,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G34,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G100,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G12,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G144,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G18,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G33,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G67,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G90,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G937,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G133,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G28,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G39,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G4,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G54,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G7,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G155,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G127,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G129,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G136,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G80,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G102,0,0.0
"('baby-plage', '15.10.2022')",Baby Plage,Petit lac,1,2022-10-15,81,baby-plage,G139,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G113,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G114,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G131,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G148,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G31,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G66,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G914,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G922,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G931,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G932,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G97,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G159,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G10,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G103,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G2,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G25,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G74,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G135,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G145,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G29,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G99,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G132,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G53,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G165,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G137,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G73,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G926,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G101,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G34,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G100,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G12,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G144,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G18,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G33,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G67,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G90,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G937,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G133,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G28,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G39,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G4,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G54,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G7,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G155,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G127,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G129,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G136,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G80,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G102,0,0.0
"('baby-plage', '22.01.2022')",Baby Plage,Petit lac,1,2022-01-22,81,baby-plage,G139,0,0.0
"('baby-plage', '23.04.2022')",Baby Plage,Petit lac,1,2022-04-23,81,baby-plage,G114,0,0.0
"('baby-plage', '23.04.2022')",Baby Plage,Petit lac,1,2022-04-23,81,baby-plage,G148,0,0.0
