échantillon,Plage,substrat,date,area,slug,code,quantité,pcs/m²,region
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G29,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G132,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G53,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G165,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G137,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G73,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G926,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G126,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G128,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G194,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G26,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G48,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G901,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G929,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G101,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G12,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G18,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G33,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G67,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G90,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G937,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G39,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G4,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G54,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G7,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G155,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G127,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G129,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G136,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G102,0,0.0,Haut lac
"('bouveret', '30.04.2022')",Bouveret,1,2022-04-30,537,bouveret,G139,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G114,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G131,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G148,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G211,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G905,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G914,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G922,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G931,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G932,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G97,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G159,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G10,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G103,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G106,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G117,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G2,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G25,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G125,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G135,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G145,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G29,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G32,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G50,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G99,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G132,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G53,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G165,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G137,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G926,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G126,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G128,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G26,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G48,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G901,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G929,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G101,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G34,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G100,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G12,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G144,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G18,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G33,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G67,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G90,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G937,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G133,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G28,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G39,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G4,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G54,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G7,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G155,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G127,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G129,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G136,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G102,0,0.0,Haut lac
"('clarens', '16.01.2022')",Clarens,2,2022-01-16,340,clarens,G139,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G114,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G131,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G148,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G211,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G31,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G66,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G914,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G922,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G931,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G97,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G10,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G103,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G117,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G2,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G25,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G125,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G135,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G145,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G29,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G32,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G50,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G99,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G132,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G53,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G165,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G137,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G73,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G926,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G126,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G128,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G26,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G48,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G901,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G929,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G101,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G34,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G100,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G12,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G144,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G18,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G33,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G67,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G90,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G937,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G133,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G28,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G39,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G4,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G54,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G7,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G155,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G127,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G129,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G136,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G102,0,0.0,Haut lac
"('clarens', '17.12.2022')",Clarens,2,2022-12-17,340,clarens,G139,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G113,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G114,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G131,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G148,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G211,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G66,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G914,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G922,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G931,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G97,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G159,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G10,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G103,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G106,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G117,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G2,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G25,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G89,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G112,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G125,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G135,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G145,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G29,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G32,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G99,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G132,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G53,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G165,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G137,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G73,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G926,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G126,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G128,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G26,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G48,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G901,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G101,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G34,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G100,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G12,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G144,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G18,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G33,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G67,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G90,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G937,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G133,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G28,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G39,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G4,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G54,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G7,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G155,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G127,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G129,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G136,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G102,0,0.0,Haut lac
"('clarens', '29.04.2022')",Clarens,2,2022-04-29,340,clarens,G139,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G113,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G114,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G148,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G35,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G905,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G914,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G931,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G97,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G159,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G10,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G106,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G117,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G2,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G25,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G89,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G112,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G125,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G135,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G145,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G29,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G32,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G99,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G132,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G53,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G165,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G126,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G128,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G26,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G48,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G901,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G929,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G101,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G34,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G100,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G12,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G144,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G18,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G33,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G67,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G90,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G937,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G133,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G28,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G7,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G155,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G127,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G129,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G136,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G102,0,0.0,Haut lac
"('clarens', '30.07.2022')",Clarens,2,2022-07-30,340,clarens,G139,0,0.0,Haut lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G113,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G114,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G131,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G148,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G211,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G27,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G35,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G66,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G70,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G914,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G922,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G931,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G932,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G95,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G97,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,Gcaps,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,Gfoams,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G159,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G10,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G103,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G106,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G117,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G2,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G25,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G74,0,0.0,Petit lac
"('crans', '06.09.2022')",Crans,2,2022-09-06,16,crans,G89,0,0.0,Petit lac
